"Adduct","CF_class","CF_class_score","CF_componentindex","CF_Dparent","CF_Dparent_score","CF_kingdom","CF_kingdom_score","CF_MFramework","CF_MFramework_score","CF_NrNodes","CF_subclass","CF_subclass_score","CF_superclass","CF_superclass_score","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
,"no matches","0.0","S344","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","823","-1",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=823&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"823","1","327.218",,"327.218","0.0","3242.94","false","823",,,,"471632.0","Qe04836.mzML"
,"Sphingolipids","0.1111111111111111","80","Glycosphingolipids","0.1111111111111111","Organic compounds","0.4444444444444444","Aromatic heteropolycyclic compounds","0.16666666666666666","9.0","Glycosphingolipids","0.1111111111111111","Lipids and lipid-like molecules","0.2222222222222222","0","1356","80",,,,"G1,G2,G3,G4,G5,G6","1.0","1.0","1.0","2.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1356&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1356","7","448.831",,"448.831","0.0","103.14617142857144","false","1356",,,,"3758510.0","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"Organooxygen compounds","0.1856516290726817","45","Terpene glycosides","0.10526315789473684","Organic compounds","0.9473684210526315","Aromatic heteropolycyclic compounds","0.5462406015037594","19.0","nan","0.1759189640768588","Phenylpropanoids and polyketides","0.3170843776106934","0","1816","45",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1816&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1816","1","645.229",,"645.229","0.0","724.795","false","1816",,,,"218584.0","Qe04834.mzML"
,"Fatty Acyls","0.2802631578947368","275","Long-chain fatty acids","0.12030075187969924","Organic compounds","1.0","Aliphatic heteromonocyclic compounds","0.31428571428571433","19.0","nan","0.16246867167919798","Lipids and lipid-like molecules","0.4953425229741019","0","804","275",,,,"G2,G5,G6","0.0","2.0","0.0","0.0","1.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=804&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=275&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"804","5","325.202",,"325.202","0.0","3200.536","false","804",,,,"3679550.0","Qe04833.mzML|Qe04837.mzML|Qe04836.mzML"
,"no matches","0.0","S112","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","241","-1",,,,"G2,G5","0.0","2.0","0.0","0.0","2.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=241&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"241","4","232.083",,"232.083","0.0","756.309","false","241",,,,"1330430.0","Qe04833.mzML|Qe04836.mzML"
,"no matches","0.0","S850","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","2028","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2028&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2028","1","929.485",,"929.485","0.0","2106.75","false","2028",,,,"348632.0","Qe04835.mzML"
,"Carboxylic acids and derivatives","0.09238095238095238","8","Steroidal glycosides","0.05714285714285714","Organic compounds","0.42857142857142855","Aromatic heteropolycyclic compounds","0.2180952380952381","35.0","nan","0.09857142857142857","Lipids and lipid-like molecules","0.16238095238095238","0","2103","8",,,,"G1,G2,G3","1.0","1.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2103&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2103","3","1015.43",,"1015.43","0.0","3120.4566666666665","false","2103",,,,"933118.0","Qe04834.mzML|Qe04833.mzML|Qe04832.mzML"
,"Carboxylic acids and derivatives","0.09238095238095238","8","Steroidal glycosides","0.05714285714285714","Organic compounds","0.42857142857142855","Aromatic heteropolycyclic compounds","0.2180952380952381","35.0","nan","0.09857142857142857","Lipids and lipid-like molecules","0.16238095238095238","0","2101","8",,,,"G2,G5","0.0","1.0","0.0","0.0","2.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2101&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2101","3","1008.41",,"1008.41","0.0","2416.39","false","2101",,,,"844470.0","Qe04833.mzML|Qe04836.mzML"
,"Isoflavonoids","0.27037037037037037","384","Isoflavones","0.16666666666666666","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.7333333333333334","3.0","Isoflav-2-enes","0.16666666666666666","Phenylpropanoids and polyketides","0.4185185185185185","0","1618","384",,,,"G1,G2,G3","1.0","2.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1618&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=384&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1618","4","551.146",,"551.146","0.0","136.09175","false","1618",,,,"6401920.0","Qe04834.mzML|Qe04833.mzML|Qe04832.mzML"
,"Steroids and steroid derivatives","0.18977455716586147","3","Steroidal saponins","0.1355877616747182","Organic compounds","0.5507246376811594","Aliphatic heteropolycyclic compounds","0.26020243846330804","69.0","Steroidal glycosides","0.18494363929146532","Lipids and lipid-like molecules","0.32869795261099616","0","2264","3",,,,"G3","0.0","0.0","5.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2264&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2264","5","1211.57",,"1211.57","0.0","2455.484","false","2264",,,,"2718510.0","Qe04834.mzML"
,"Fatty Acyls","0.5142857142857143","403","Long-chain fatty acids","0.2","Organic compounds","1.0","Aliphatic acyclic compounds","0.5238095238095238","5.0","Fatty acids and conjugates","0.34285714285714286","Lipids and lipid-like molecules","0.6","0","229","403",,,,"G1,G2,G3,G4,G5,G6","1.0","1.0","1.0","1.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=229&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=403&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"229","6","229.144",,"229.144","0.0","3138.8166666666666","false","229",,,,"1861400.0","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"Benzene and substituted derivatives","0.5","254","Benzophenones","0.3333333333333333","Organic compounds","1.0","Aromatic homomonocyclic compounds","0.5833333333333334","2.0","Benzophenones","0.3333333333333333","Benzenoids","0.5","0","215","254",,,,"G1,G2,G3,G4,G5,G6","3.0","3.0","3.0","3.0","3.0","3.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=215&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=254&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"215","18","223.046",,"223.046","0.0","134.09055555555557","false","215",,,,"8.4782E7","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
,"no matches","0.0","S507","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1119","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1119&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1119","1","382.1",,"382.1","0.0","335.628","false","1119",,,,"212766.0","Qe04834.mzML"
,"no matches","0.0","S561","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1219","-1",,,,"G3,G6","0.0","0.0","1.0","0.0","0.0","2.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1219&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1219","3","405.176",,"405.176","0.0","1772.1433333333332","false","1219",,,,"825781.0","Qe04837.mzML|Qe04834.mzML"
,"no matches","0.0","27","no matches","0.0","no matches","0.0","no matches","0.0","100.0","no matches","0.0","no matches","0.0","0","385","27",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=385&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"385","1","235.926",,"235.926","0.0","2335.71","false","385",,,,"382505.0","Qe04834.mzML"
,"Prenol lipids","0.23809523809523808","415","Agarofurans","0.16666666666666666","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.7023809523809523","2.0","Sesquiterpenoids","0.23809523809523808","Organoheterocyclic compounds","0.3214285714285714","0","1728","415",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1728&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=415&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1728","1","593.245",,"593.245","0.0","857.774","false","1728",,,,"219772.0","Qe04834.mzML"
,"Prenol lipids","0.1675653594771242","47","Triterpenoids","0.06219654528478058","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5065943043884221","34.0","nan","0.18203781512605044","Lipids and lipid-like molecules","0.27861811391223157","0","1376","47",,,,"G1,G2,G3,G4","2.0","2.0","5.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1376&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=47&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1376","10","457.192",,"457.192","0.0","1040.614","false","1376",,,,"4552180.0","Qe04834.mzML|Qe04833.mzML|Qe04835.mzML|Qe04832.mzML"
,"no matches","0.0","S568","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1248","-1",,,,"G5,G6","0.0","0.0","0.0","0.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1248&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1248","2","413.194",,"413.194","0.0","3108.57","false","1248",,,,"704921.0","Qe04837.mzML|Qe04836.mzML"
,"no matches","0.0","S120","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","281","-1",,,,"G5","0.0","0.0","0.0","0.0","1.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=281&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"281","1","235.926",,"235.926","0.0","2156.64","false","281",,,,"223307.0","Qe04836.mzML"
,"no matches","0.0","S464","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1060","-1",,,,"G6","0.0","0.0","0.0","0.0","0.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1060&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1060","1","375.293",,"375.293","0.0","3221.79","false","1060",,,,"1853510.0","Qe04837.mzML"
,"no matches","0.0","S558","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1216","-1",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1216&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1216","1","405.13",,"405.13","0.0","2401.57","false","1216",,,,"231037.0","Qe04834.mzML"
,"Steroids and steroid derivatives","0.18977455716586147","3","Steroidal saponins","0.1355877616747182","Organic compounds","0.5507246376811594","Aliphatic heteropolycyclic compounds","0.26020243846330804","69.0","Steroidal glycosides","0.18494363929146532","Lipids and lipid-like molecules","0.32869795261099616","0","2280","3",,,,"G3","0.0","0.0","1.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2280&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2280","1","1257.58",,"1257.58","0.0","2465.38","false","2280",,,,"644211.0","Qe04834.mzML"
,"Benzene and substituted derivatives","0.5","437","Aromatic anilides","0.5","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.5","2.0","Anilides","0.5","Benzenoids","0.5","0","1684","437",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1684&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=437&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1684","2","573.107",,"573.107","0.0","141.1805","false","1684",,,,"1543480.0","Qe04832.mzML"
,"Organooxygen compounds","0.19243551587301588","67","Phenolic glycosides","0.0954861111111111","Organic compounds","0.9375","Aromatic heteropolycyclic compounds","0.43258928571428573","16.0","Carbohydrates and carbohydrate conjugates","0.1695188492063492","Benzenoids","0.2210565476190476","0","675","67",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=675&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"675","1","299.113",,"299.113","0.0","1979.56","false","675",,,,"241755.0","Qe04835.mzML"
,"no matches","0.0","S870","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","2100","-1",,,,"G4","0.0","0.0","0.0","1.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=2100&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"2100","1","2012.06",,"1006.53","0.0","2790.0","false","2100",,,,"450200.0","Qe04835.mzML"
,"Organooxygen compounds","0.24337797619047621","145","Phenolic glycosides","0.09642857142857142","Organic compounds","1.0","Aromatic heteropolycyclic compounds","0.3620535714285715","16.0","Carbohydrates and carbohydrate conjugates","0.23296130952380953","Lipids and lipid-like molecules","0.2658482142857143","0","1933","145",,,,"G1","2.0","0.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1933&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=145&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1933","2","782.433",,"782.433","0.0","2260.6949999999997","false","1933",,,,"3051890.0","Qe04832.mzML"
,"no matches","0.0","S73","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","146","-1",,,,"G2","0.0","1.0","0.0","0.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=146&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"146","1","207.014",,"207.014","0.0","205.706","false","146",,,,"2452530.0","Qe04833.mzML"
,"Benzene and substituted derivatives","0.11555555555555556","2","Rotenones","0.035","Organic compounds","0.8666666666666667","Aromatic heteropolycyclic compounds","0.627962962962963","15.0","nan","0.12055555555555557","Phenylpropanoids and polyketides","0.3244444444444444","0","1240","2",,,,"G2,G5,G6","0.0","1.0","0.0","0.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1240&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1240","3","411.148",,"411.148","0.0","3283.963333333333","false","1240",,,,"937647.0","Qe04833.mzML|Qe04837.mzML|Qe04836.mzML"
,"no matches","0.0","S592","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","1289","-1",,,,"G5","0.0","0.0","0.0","0.0","2.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1289&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1289","2","425.216",,"425.216","0.0","3273.8999999999996","false","1289",,,,"753080.0","Qe04836.mzML"
,"Organooxygen compounds","0.19243551587301588","67","Phenolic glycosides","0.0954861111111111","Organic compounds","0.9375","Aromatic heteropolycyclic compounds","0.43258928571428573","16.0","Carbohydrates and carbohydrate conjugates","0.1695188492063492","Benzenoids","0.2210565476190476","0","1800","67",,,,"G4","0.0","0.0","0.0","2.0","0.0","0.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=1800&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"1800","2","638.187",,"638.187","0.0","1728.565","false","1800",,,,"1135450.0","Qe04835.mzML"
,"no matches","0.0","S256","no matches","0.0","no matches","0.0","no matches","0.0","1.0","no matches","0.0","no matches","0.0","0","640","-1",,,,"G1,G2,G3,G4,G5,G6","1.0","1.0","1.0","1.0","1.0","1.0",,"https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=fdb7d11e20b94cbd95bfc2428f23c254&view=cluster_details&protein=640&show=true","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=fdb7d11e20b94cbd95bfc2428f23c254&show=true",,,,,,,,,"640","6","293.175",,"293.175","0.0","3293.4066666666668","false","640",,,,"2674790.0","Qe04833.mzML|Qe04837.mzML|Qe04834.mzML|Qe04835.mzML|Qe04832.mzML|Qe04836.mzML"
